CTCF,DNase,H2A,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me3,H4K20me1,Boundary
133.75,330.32,158.99,131.81,356.89,109.52000000000001,272.16,291.63000000000005,225.4,48.629999999999995,253.39000000000001,46.730000000000004,213.38000000000002,chr1:1000001:1020001
241.14,298.76,93.50000000000001,298.51,200.29,481.26000000000005,402.3400000000001,431.67999999999995,451.37,641.8800000000001,579.43,137.95,341.83,chr1:1260001:1280001
445.57000000000005,311.35,215.01000000000005,229.64000000000001,484.49999999999994,106.98,134.0,309.13,347.2899999999999,82.53,372.39000000000004,91.38999999999999,184.27000000000004,chr1:1840001:1860001
586.64,272.19,148.33,240.35,104.86,306.75,220.14000000000001,456.48999999999995,392.11999999999995,223.88,364.59999999999997,93.64000000000001,169.59000000000003,chr1:2110001:2130001
572.2499999999999,282.97,225.07000000000002,518.44,157.86999999999995,177.14999999999998,359.00000000000006,682.67,709.4500000000002,272.43,1012.5999999999999,117.21000000000004,119.69,chr1:2340001:2360001
140.72,68.95,32.15,12.270000000000001,63.529999999999994,35.52999999999999,16.95,15.550000000000002,37.709999999999994,12.48,24.98,155.51999999999998,44.260000000000005,chr1:2680001:2700001
927.37,312.11999999999995,104.44000000000003,126.22,185.85999999999999,145.89,300.63,172.88,125.99000000000001,50.58,176.67000000000002,112.14000000000001,204.87,chr1:3390001:3410001
15.77,28.56,17.09,10.030000000000001,24.75,17.860000000000003,9.770000000000001,9.44,23.85,5.569999999999999,12.29,80.19,31.09,chr1:3980001:4000001
137.03,266.8,111.58999999999997,60.24,165.14,108.94000000000001,163.18,92.47999999999999,115.64,43.28999999999999,86.70000000000002,258.32,128.47,chr1:4690001:4710001
376.87,225.70000000000002,133.82,103.61,382.37000000000006,135.78999999999996,202.22,299.15,285.99000000000007,75.73999999999998,256.59000000000003,125.69999999999999,245.23000000000002,chr1:6080001:6100001
